% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principal axes lengths  (sorted square roots of eigenvalues of C)", seed=390275, Wed Jan  3 17:42:07 2024
1 9 0.46292442430761693 1.0000428580612375 1.0 1.0 1.0000071428826531 1.000014285816327 1.000021428801022 1.0000285718367385 1.0000357149234769 1.0000428580612375
2 18 0.48723346767348114 1.0873052349452492 0.9004020699212065 0.9004020699212065 0.9319304161433385 0.9760072705491282 0.9975753913840093 1.0093971324802282 1.0132489182134292 1.0873052349452492
3 27 0.5460074443895727 1.2164826583495507 0.8626511070935844 0.8626511070935844 0.9206961202886873 0.9305184015809475 0.9705138201701632 1.001402751318431 1.0332375601327828 1.2164826583495507
4 36 0.581361027781315 1.3001156886982823 0.8628652918356562 0.8628652918356562 0.8915646591712094 0.9131352806664943 0.9547245155866398 0.9908237977053942 1.0416184135969138 1.3001156886982823
5 45 0.5579551288912351 1.3759975952288555 0.8470373167726507 0.8470373167726507 0.8706918478453727 0.8922762000698458 0.9440277801949128 0.976552291515532 1.073408594455763 1.3759975952288555
6 54 0.5901485000759527 1.3316762955311343 0.8177743079605017 0.8177743079605017 0.8642332201300447 0.900039909998676 0.9371694351313334 0.9731502202354797 1.0201511530996052 1.3316762955311343
7 63 0.6592154283334998 1.3576387549563709 0.7716409480143327 0.7716409480143327 0.8354077778537011 0.8981900549107571 0.9447387941933827 0.9841965930095801 1.0450135337090394 1.3576387549563709
8 72 0.8346223373958171 1.4348879721687826 0.7360954408133287 0.7360954408133287 0.8480007029659467 0.882900151921754 0.9200785788979178 0.9832680622247224 1.1076580474754285 1.4348879721687826
9 81 0.8206479891749947 1.5788706221994522 0.7239929626934685 0.7239929626934685 0.7963181928803413 0.8910720345714915 0.9058039784470933 0.9633064413246087 1.125027076583868 1.5788706221994522
10 90 0.7481654912723185 1.5330579397010078 0.7139321101880115 0.7139321101880115 0.7517689889511859 0.8891287042749971 0.8981152316793287 0.9392937999264975 1.1051551361605685 1.5330579397010078
11 99 0.6810204983962295 1.5172902483874042 0.7106525887381797 0.7106525887381797 0.7437446972001873 0.8085759721884933 0.8975190749797921 0.9334698082735104 1.083489891626298 1.5172902483874042
