% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=390275, Wed Jan  3 17:42:07 2024
1 9 -0.08553877579297095 -0.02116563701231813 0.03458207239669901 0.07053355032441447 0.9326966817826671 0.9420232136822958 0.9768510619398382 1.0090407064602493 1.014434025460214 1.03355954589729 1.0830264508504241
2 18 -0.19273749405806667 -0.02571651995550108 0.05995236843977922 0.15555664269212902 0.9326966817826671 0.9420232136822958 0.9768510619398382 1.0090407064602493 1.014434025460214 1.03355954589729 1.0830264508504241
3 27 -0.26346898544800296 -0.06332153240775648 0.06884904576323272 0.18297062641093362 0.9326966817826671 0.9420232136822958 0.9768510619398382 1.0090407064602493 1.014434025460214 1.03355954589729 1.0830264508504241
4 36 -0.294139184414991 -0.10436377913323436 0.08973258236973002 0.24210229693539634 0.9326966817826671 0.9420232136822958 0.9768510619398382 1.0090407064602493 1.014434025460214 1.03355954589729 1.0830264508504241
5 45 -0.24450623026377044 -0.11171363666631057 0.0998727685924781 0.22748421511651426 0.9326966817826671 0.9420232136822958 0.9768510619398382 1.0090407064602493 1.014434025460214 1.03355954589729 1.0830264508504241
6 54 -0.27454450336328085 -0.10201326344940331 0.12227569509552419 0.21317672591447837 0.9326966817826671 0.9420232136822958 0.9768510619398382 1.0090407064602493 1.014434025460214 1.03355954589729 1.0830264508504241
7 63 -0.2749510970967914 -0.14371526694256126 0.10176862577937518 0.18276457601238666 0.9326966817826671 0.9420232136822958 0.9768510619398382 1.0090407064602493 1.014434025460214 1.03355954589729 1.0830264508504241
8 72 -0.33897447985552376 -0.16046438058871912 0.10498423785981392 0.2260251404975483 0.7082344493701906 0.7969349615498185 0.8874303258486316 0.9552451027955606 1.0421248616973366 1.134306178677213 1.338132320729601
9 81 -0.3331732694283177 -0.14701996513895238 0.12726006431180734 0.19744106984922472 0.7082344493701906 0.7969349615498185 0.8874303258486316 0.9552451027955606 1.0421248616973366 1.134306178677213 1.338132320729601
10 90 -0.33653879741439896 -0.16004027434363255 0.08548449765198607 0.2349004536942182 0.7082344493701906 0.7969349615498185 0.8874303258486316 0.9552451027955606 1.0421248616973366 1.134306178677213 1.338132320729601
11 99 -0.34046312227975795 -0.12353568657149512 0.07917098363214188 0.2728264498622122 0.7082344493701906 0.7969349615498185 0.8874303258486316 0.9552451027955606 1.0421248616973366 1.134306178677213 1.338132320729601
